Codice Analisi,Descrizione,Colore provetta,Synlab si/no,U.M.,METODO,Regola,,Importo
7F105,"(INTOLLERANZA)
IgG specifiche : CIOCCOLATO (Theobroma cacao)",,,,,Area 'ALLERGIE E INTOLLERANZE',,"€ 11,79"
7F48,"(INTOLLERANZA)
IgG specifiche : CIPOLLA (Allium cepa var cepa)",,,,,Area 'ALLERGIE E INTOLLERANZE',,"€ 11,79"
7F289,"(INTOLLERANZA)
IgG specifiche : DATTERO (Phoenix dactylifera)",,,,,Area 'ALLERGIE E INTOLLERANZE',,"€ 11,79"
7F315,"(INTOLLERANZA)
IgG specifiche : FAGIOLINI (Phaseolus vulgaris)",,,,,Area 'ALLERGIE E INTOLLERANZE',,"€ 11,79"
,(INTOLLERANZA),,,,,,,
Codice Analisi,Descrizione,,,,,Regola,,Importo
7F15,IgG specifiche : FAGIOLO BIANCO (Phaseolus spp),,,,,Area 'ALLERGIE E INTOLLERANZE',,"€ 11,79"
7F287,"(INTOLLERANZA)
IgG specifiche : FAGIOLO ROSSO (Phaseolus vulgaris)",,,,,Area 'ALLERGIE E INTOLLERANZE',,"€ 11,79"
,(INTOLLERANZA),,,,,,,
7F402,IgG specifiche : FICO (Ficus carica) (INTOLLERANZA),,,,,Area 'ALLERGIE E INTOLLERANZE',,"€ 11,79"
7F81,IgG specifiche : FORMAGGIO DOLCE (INTOLLERANZA),,,,,Area 'ALLERGIE E INTOLLERANZE',,"€ 11,79"
7F82,IgG specifiche : FORMAGGIO FERMENTATO,,,,,Area 'ALLERGIE E INTOLLERANZE',,"€ 11,79"
7F44,"(INTOLLERANZA)
IgG specifiche : FRAGOLA (Fragaria spp)",,,,,Area 'ALLERGIE E INTOLLERANZE',,"€ 11,79"
7F24,"(INTOLLERANZA)
IgG specifiche : GAMBERO (Penaeus spp)",,,,,Area 'ALLERGIE E INTOLLERANZE',,"€ 11,79"
,(INTOLLERANZA),,,,,,,
7F79,IgG specifiche : GLUTINE (INTOLLERANZA),,,,,Area 'ALLERGIE E INTOLLERANZE',,"€ 11,79"
7F23,IgG specifiche : GRANCHIO (Callinectes sapidus),,,,,Area 'ALLERGIE E INTOLLERANZE',,"€ 11,79"
7F4,"(INTOLLERANZA)
IgG specifiche : GRANO (Triticum aestivium)",,,,,Area 'ALLERGIE E INTOLLERANZE',,"€ 11,79"
7F11,"(INTOLLERANZA)
IgG specifiche : GRANO SARACENO (Fagopyrum spp)",,,,,Area 'ALLERGIE E INTOLLERANZE',,"€ 11,79"
7F8,"(INTOLLERANZA)
IgG specifiche : GRANOTURCO (Zea mays)",,,,,Area 'ALLERGIE E INTOLLERANZE',,"€ 11,79"
7F303,"(INTOLLERANZA)
IgG specifiche : HALIBUT (Hippoglossus stenolepis)",,,,,Area 'ALLERGIE E INTOLLERANZE',,"€ 11,79"
7F84,"(INTOLLERANZA)
IgG specifiche : KIWI (Actinidia chinensis)",,,,,Area 'ALLERGIE E INTOLLERANZE',,"€ 11,79"
7F343,"(INTOLLERANZA)
IgG specifiche : LAMPONE (Rubus idaeus)",,,,,Area 'ALLERGIE E INTOLLERANZE',,"€ 11,79"
,(INTOLLERANZA),,,,,,,
7F2,IgG specifiche : LATTE VACCINO (INTOLLERANZA),,,,,Area 'ALLERGIE E INTOLLERANZE',,"€ 11,79"
7F231,IgG specifiche : LATTE VACCINO BOLLITO,,,,,Area 'ALLERGIE E INTOLLERANZE',,"€ 11,79"
7F76,"(INTOLLERANZA)
IgG specifiche : LATTOALBUMINA (alfa-lattoalbumina)",,,,,Area 'ALLERGIE E INTOLLERANZE',,"€ 11,79"
7F77,"(INTOLLERANZA)
IgG specifiche : LATTOGLOBULINA (beta-lattoglobulina)",,,,,Area 'ALLERGIE E INTOLLERANZE',,"€ 11,79"
7F215,"(INTOLLERANZA)
IgG specifiche : LATTUGA (Lactuca Sativa)",,,,,Area 'ALLERGIE E INTOLLERANZE',,"€ 11,79"
7F235,"(INTOLLERANZA)
IgG specifiche : LENTICCHIA (Lens culinaris)",,,,,Area 'ALLERGIE E INTOLLERANZE',,"€ 11,79"
7F403,"(INTOLLERANZA)
IgG specifiche : LIEVITO DI BIRRA PER BIRRIFICAZIONE",,,,,Area 'ALLERGIE E INTOLLERANZE',,"€ 11,79"
7F45,"(INTOLLERANZA)
IgG specifiche : LIEVITO PER PANIFICAZIONE",,,,,Area 'ALLERGIE E INTOLLERANZE',,"€ 11,79"
,(Saccharomyces cerevisiae) (INTOLLERANZA),,,,,,,
7F208,IgG specifiche : LIMONE (Citrus limon) (INTOLLERANZA),,,,,Area 'ALLERGIE E INTOLLERANZE',,"€ 11,79"
7F90,IgG specifiche : MALTO D'ORZO (Hordeum vulgare),,,,,Area 'ALLERGIE E INTOLLERANZE',,"€ 11,79"
7F302,"(INTOLLERANZA)
IgG specifiche : MANDARINO (Citrus reticulata)",,,,,Area 'ALLERGIE E INTOLLERANZE',,"€ 11,79"
7F20,"(INTOLLERANZA)
IgG specifiche : MANDORLA (Prunus dulcis)",,,,,Area 'ALLERGIE E INTOLLERANZE',,"€ 11,79"
7F91,"(INTOLLERANZA)
IgG specifiche : MANGO (Mangifera indica)",,,,,Area 'ALLERGIE E INTOLLERANZE',,"€ 11,79"
,(INTOLLERANZA),,,,,,,
7F49,IgG specifiche : MELA (Malus spp) (INTOLLERANZA),,,,,Area 'ALLERGIE E INTOLLERANZE',,"€ 11,79"
7F262,IgG specifiche : MELANZANA (Solanum melongena),,,,,Area 'ALLERGIE E INTOLLERANZE',,"€ 11,79"
7F87,"(INTOLLERANZA)
IgG specifiche : MELONE (Cucumis melo + Citrus lanatus)",,,,,Area 'ALLERGIE E INTOLLERANZE',,"€ 11,79"
,(INTOLLERANZA),,,,,,,
7F405,IgG specifiche : MENTA (Mentha spp) (INTOLLERANZA),,,,,Area 'ALLERGIE E INTOLLERANZE',,"€ 11,79"
7F3,IgG specifiche : MERLUZZO (Gadus morhua) (INTOLLERANZA),,,,,Area 'ALLERGIE E INTOLLERANZE',,"€ 11,79"
7F247,IgG specifiche : MIELE (INTOLLERANZA),,,,,Area 'ALLERGIE E INTOLLERANZE',,"€ 11,79"
7F56,IgG specifiche : MIGLIO ITALIANO (Setaria italica),,,,,Area 'ALLERGIE E INTOLLERANZE',,"€ 11,79"
7F288,"(INTOLLERANZA)
IgG specifiche : MIRTILLO (Vaccinium spp)",,,,,Area 'ALLERGIE E INTOLLERANZE',,"€ 11,79"
,(INTOLLERANZA),,,,,,,
7F37,IgG specifiche : MITILE (Mytilus spp) (INTOLLERANZA),,,,,Area 'ALLERGIE E INTOLLERANZE',,"€ 11,79"
7F401,IgG specifiche : NESPOLA (Eriobotrya japonica),,,,,Area 'ALLERGIE E INTOLLERANZE',,"€ 11,79"
7F17,"(INTOLLERANZA)
IgG specifiche : NOCCIOLA (Corylus avellana)",,,,,Area 'ALLERGIE E INTOLLERANZE',,"€ 11,79"
,(INTOLLERANZA),,,,,,,
7F256,IgG specifiche : NOCE (Juglans spp) (INTOLLERANZA),,,,,Area 'ALLERGIE E INTOLLERANZE',,"€ 11,79"
7F18,IgG specifiche : NOCE BRASILIANA (Bertholletia excelsa),,,,,Area 'ALLERGIE E INTOLLERANZE',,"€ 11,79"
7F36,"(INTOLLERANZA)
IgG specifiche : NOCE DI COCCO (Cocos nucifera)",,,,,Area 'ALLERGIE E INTOLLERANZE',,"€ 11,79"
7F201,"(INTOLLERANZA)
IgG specifiche : NOCE DI PECAN (Carya illinoensis)",,,,,Area 'ALLERGIE E INTOLLERANZE',,"€ 11,79"
,(INTOLLERANZA),,,,,,,
7F223,IgG specifiche : Olive verdi (INTOLLERANZA),,,,,Area 'ALLERGIE E INTOLLERANZE',,"€ 11,79"
7F283,IgG specifiche : ORIGANO (Origanum vulgare),,,,,Area 'ALLERGIE E INTOLLERANZE',,"€ 11,79"
7F6,"(INTOLLERANZA)
IgG specifiche : ORZO (Hordeum vulgare)",,,,,Area 'ALLERGIE E INTOLLERANZE',,"€ 11,79"
7F290,"(INTOLLERANZA)
IgG specifiche : OSTRICA (Crassotrea virginica)",,,,,Area 'ALLERGIE E INTOLLERANZE',,"€ 11,79"
,(INTOLLERANZA),,,,,,,
7F232,IgG specifiche : OVOALBUMINA (INTOLLERANZA),,,,,Area 'ALLERGIE E INTOLLERANZE',,"€ 11,79"
7F233,IgG specifiche : OVOMUCOIDE (INTOLLERANZA),,,,,Area 'ALLERGIE E INTOLLERANZE',,"€ 11,79"
7F293,IgG specifiche : PAPAIA (Carica papaya),,,,,Area 'ALLERGIE E INTOLLERANZE',,"€ 11,79"
7F218,"(INTOLLERANZA)
IgG specifiche : PAPRICA (Capsicum annum)",,,,,Area 'ALLERGIE E INTOLLERANZE',,"€ 11,79"
,(INTOLLERANZA),,,,,,,
7F67,IgG specifiche : PARMIGIANO (INTOLLERANZA),,,,,Area 'ALLERGIE E INTOLLERANZE',,"€ 11,79"
7F35,IgG specifiche : PATATA (Solanum tuberosum),,,,,Area 'ALLERGIE E INTOLLERANZE',,"€ 11,79"
7F54,"(INTOLLERANZA)
IgG specifiche : PATATA DOLCE (Ipomoea batatas)",,,,,Area 'ALLERGIE E INTOLLERANZE',,"€ 11,79"
,(INTOLLERANZA),,,,,,,
Codice Analisi,Descrizione,,,,,Regola,,Importo
7F280,IgG specifiche : PEPE NERO (Piper nigrum),,,,,Area 'ALLERGIE E INTOLLERANZE',,"€ 11,79"
7F263,"(INTOLLERANZA)
IgG specifiche : PEPE VERDE (Capsicum annuum )",,,,,Area 'ALLERGIE E INTOLLERANZE',,"€ 11,79"
7F19,"(INTOLLERANZA)
IgG specifiche : PEPERONCINO DI CAIENNA (Capsicum",,,,,Area 'ALLERGIE E INTOLLERANZE',,"€ 11,79"
7F279,"annuum) (INTOLLERANZA)
IgG specifiche : PEPERONCINO ROSSO (Capsicum",,,,,Area 'ALLERGIE E INTOLLERANZE',,"€ 11,79"
,frutescens) (INTOLLERANZA),,,,,,,
7F94,IgG specifiche : PERA (Pyrus spp) (INTOLLERANZA),,,,,Area 'ALLERGIE E INTOLLERANZE',,"€ 11,79"
7F95,IgG specifiche : PESCA (Prunus persica),,,,,Area 'ALLERGIE E INTOLLERANZE',,"€ 11,79"
7F65,"(INTOLLERANZA)
IgG specifiche : PESCE PERSICO (Sebastes spp)",,,,,Area 'ALLERGIE E INTOLLERANZE',,"€ 11,79"
7F312,"(INTOLLERANZA)
IgG specifiche : PESCE SPADA (Xiphias gladius)",,,,,Area 'ALLERGIE E INTOLLERANZE',,"€ 11,79"
,(INTOLLERANZA),,,,,,,
7F253,IgG specifiche : PINOLO (Pinus pinea) (INTOLLERANZA),,,,,Area 'ALLERGIE E INTOLLERANZE',,"€ 11,79"
7F12,IgG specifiche : PISELLO (Pisum sativum),,,,,Area 'ALLERGIE E INTOLLERANZE',,"€ 11,79"
7F203,"(INTOLLERANZA)
IgG specifiche : PISTACCHIO (Pistacia vera)",,,,,Area 'ALLERGIE E INTOLLERANZE',,"€ 11,79"
7F254,"(INTOLLERANZA)
IgG specifiche : PLATESSA (Pleuronectes platessa)",,,,,Area 'ALLERGIE E INTOLLERANZE',,"€ 11,79"
,(INTOLLERANZA),,,,,,,
7F59,IgG specifiche : POLPO (Octopus spp) (INTOLLERANZA),,,,,Area 'ALLERGIE E INTOLLERANZE',,"€ 11,79"
7F25,IgG specifiche : POMODORO (Lycopersicon esculentum),,,,,Area 'ALLERGIE E INTOLLERANZE',,"€ 11,79"
7F209,"(INTOLLERANZA)
IgG specifiche : POMPELMO (Citrus paradisi)",,,,,Area 'ALLERGIE E INTOLLERANZE',,"€ 11,79"
7F86,"(INTOLLERANZA)
IgG specifiche : PREZZEMOLO (Petroselinum crispum)",,,,,Area 'ALLERGIE E INTOLLERANZE',,"€ 11,79"
,(INTOLLERANZA),,,,,,,
7F255,IgG specifiche : PRUGNA (Prunus spp) (INTOLLERANZA),,,,,Area 'ALLERGIE E INTOLLERANZE',,"€ 11,79"
7F119,IgG specifiche : RAVANELLO COMUNE (Raphanus sativus) (INTOLLERANZA),,,,,Area 'ALLERGIE E INTOLLERANZE',,"€ 11,79"
7F9,IgG specifiche : RISO (Oryza sativa) (INTOLLERANZA),,,,,Area 'ALLERGIE E INTOLLERANZE',,"€ 11,79"
7F406,IgG specifiche : RUCOLA (Eruca vesicaria),,,,,Area 'ALLERGIE E INTOLLERANZE',,"€ 11,79"
7F41,"(INTOLLERANZA)
IgG specifiche : SALMONE (Salmo salar)",,,,,Area 'ALLERGIE E INTOLLERANZE',,"€ 11,79"
7F344,"(INTOLLERANZA)
IgG specifiche : SALVIA (Salvia officinalis)",,,,,Area 'ALLERGIE E INTOLLERANZE',,"€ 11,79"
7F61,"(INTOLLERANZA)
IgG specifiche : SARDINA (Sardinops  spp)",,,,,Area 'ALLERGIE E INTOLLERANZE',,"€ 11,79"
7F85,"(INTOLLERANZA)
IgG specifiche : SEDANO (Apium graveolens )",,,,,Area 'ALLERGIE E INTOLLERANZE',,"€ 11,79"
7F5,"(INTOLLERANZA)
IgG specifiche : SEGALE (Secale cereale)",,,,,Area 'ALLERGIE E INTOLLERANZE',,"€ 11,79"
7F219,"(INTOLLERANZA)
IgG specifiche : SEME DI FINOCCHIO (Foeniculum",,,,,Area 'ALLERGIE E INTOLLERANZE',,"€ 11,79"
7F10,"vulgare) (INTOLLERANZA)
IgG specifiche : SEME DI SESAMO (Sesamum orientale)",,,,,Area 'ALLERGIE E INTOLLERANZE',,"€ 11,79"
,(INTOLLERANZA),,,,,,,
7F89,IgG specifiche : SENAPE (Brassica spp) (INTOLLERANZA),,,,,Area 'ALLERGIE E INTOLLERANZE',,"€ 11,79"
7F206,IgG specifiche : SGOMBRO (Scomber scombrus),,,,,Area 'ALLERGIE E INTOLLERANZE',,"€ 11,79"
7F337,"(INTOLLERANZA)
IgG specifiche : SOGLIOLA (Parophrys vetulus)",,,,,Area 'ALLERGIE E INTOLLERANZE',,"€ 11,79"
7F14,"(INTOLLERANZA)
IgG specifiche : SOIA SEME (Glycine max)",,,,,Area 'ALLERGIE E INTOLLERANZE',,"€ 11,79"
7F214,"(INTOLLERANZA)
IgG specifiche : SPINACIO (Spinacia oleracea)",,,,,Area 'ALLERGIE E INTOLLERANZE',,"€ 11,79"
,(INTOLLERANZA),,,,,,,
7F222,IgG specifiche : THE (Camellia sinensis) (INTOLLERANZA),,,,,Area 'ALLERGIE E INTOLLERANZE',,"€ 11,79"
7F273,IgG specifiche : TIMO (Thymus vulgaris) (INTOLLERANZA),,,,,Area 'ALLERGIE E INTOLLERANZE',,"€ 11,79"
7F40,IgG specifiche : TONNO (Thunnus spp) (INTOLLERANZA),,,,,Area 'ALLERGIE E INTOLLERANZE',,"€ 11,79"
7F204,IgG specifiche : TROTA (Oncorhunchus mikiss) (INTOLLERANZA),,,,,Area 'ALLERGIE E INTOLLERANZE',,"€ 11,79"
7F75,IgG specifiche : TUORLO D'UOVO (INTOLLERANZA),,,,,Area 'ALLERGIE E INTOLLERANZE',,"€ 11,79"
7F259,IgG specifiche : UVA (Vitis spp) (INTOLLERANZA),,,,,Area 'ALLERGIE E INTOLLERANZE',,"€ 11,79"
7F234,IgG specifiche : VANIGLIA (Vanilla planifolia),,,,,Area 'ALLERGIE E INTOLLERANZE',,"€ 11,79"
7F207,"(INTOLLERANZA)
IgG specifiche : VONGOLA (Mercenaria mercenaria)",,,,,Area 'ALLERGIE E INTOLLERANZE',,"€ 11,79"
7F270,"(INTOLLERANZA)
IgG specifiche : ZENZERO (Zingiber officinale)",,,,,Area 'ALLERGIE E INTOLLERANZE',,"€ 11,79"
7F225,"(INTOLLERANZA)
IgG specifiche : ZUCCA (Cucurbita maxima)",,,,,Area 'ALLERGIE E INTOLLERANZE',,"€ 11,79"
7F21,"(INTOLLERANZA)
IgG specifiche : ZUCCHERO DI CANNA (Saccharum",,,,,Area 'ALLERGIE E INTOLLERANZE',,"€ 11,79"
,officinarum) (INTOLLERANZA),,,,,,,
7F245,IgG specifiche: Uovo (Albume e Tuorlo) (INTOLLERANZA),,,,,Area 'ALLERGIE E INTOLLERANZE',,"€ 11,79"
11025,IgG SU LIQUOR (SYNLAB),,,,,Area 'SPECIALISTICA GRUPPO',,"€ 18,02"
575,IgG Urine (SYNLAB),,,,,Area 'SPECIALISTICA GRUPPO',,"€ 18,35"
8780,IgM su liquor (SYNLAB),,,,,Area 'SPECIALISTICA GRUPPO',,"€ 18,35"
IN10319,ILEO - DIGERENTE BIOPSIA ENDOSCOPICA (SING.),,,,,Area 'ANATOMIA PATOLOGICA',,"€ 45,00"
1313,Immunocomplessi Circolanti,,,,,Area 'SPECIALISTICA',,"€ 16,60"
1000,Immunofissazione Sierica,,,,,Area 'ANALISI',,"€ 50,13"
1001,Immunofissazione urinaria,,,,,Area 'ANALISI',,"€ 55,04"
1101,Immunoglobuline A,,,,,Area 'ANALISI',,"€ 7,32"
1394,IMMUNOGLOBULINE A per Anticorpi Anti Transglutaminasi IgA R.,,,,,Area 'SPECIALISTICA',,"€ 24,79"
1102,Immunoglobuline G,,,,,Area 'ANALISI',,"€ 7,32"
1100,Immunoglobuline IgD,,,,,Area 'ANALISI',,"€ 42,70"
6341,Immunoglobuline IgG 1,,,,,Area 'SPECIALISTICA',,"€ 20,21"
6342,Immunoglobuline IgG 2,,,,,Area 'SPECIALISTICA',,"€ 20,21"
6343,Immunoglobuline IgG 3,,,,,Area 'SPECIALISTICA',,"€ 20,21"
Codice Analisi,Descrizione,,,,,Regola,,Importo
6344,Immunoglobuline IgG 4,,,,,Area 'SPECIALISTICA',,"€ 20,21"
1103,Immunoglobuline M,,,,,Area 'ANALISI',,"€ 7,32"
1039,Indice Homa,,,,,Area 'SPECIALISTICA',,"€ 18,02"
1409,Indice HOMA (Non Operativa),,,,,Area 'SPECIALISTICA',,"€ 18,02"
1172,Indice PHI (indice di salute della prostata),,,,,Area 'SPECIALISTICA',,"€ 250,00"
1241,Influenza A IgG (SYNLAB),,,,,Area 'SPECIALISTICA GRUPPO',,"€ 27,52"
7989,INIBINA B,,,,,Area 'SPECIALISTICA',,"€ 67,49"
6C71,Insulina Bovina,,,,,Area 'ALLERGIE E INTOLLERANZE',,"€ 11,79"
6C70,Insulina Porcina,,,,,Area 'ALLERGIE E INTOLLERANZE',,"€ 11,79"
4108,Insulina Post Prandiale,,,,,Area 'ANALISI',,"€ 10,70"
6C73,Insulina Umana,,,,,Area 'ALLERGIE E INTOLLERANZE',,"€ 11,79"
652,Insulinemia,,,,,Area 'ANALISI',,"€ 10,70"
1919,Insulinemia Pre Prandiale,,,,,Area 'ANALISI',,"€ 10,70"
8441,Interferone gamma (SYNLAB),,,,,Area 'SPECIALISTICA GRUPPO',,"€ 67,49"
1684,INTERLEUCHINA 10 (IL10) (SYNLAB),,,,,Area 'SPECIALISTICA GRUPPO',,"€ 75,00"
6304,Interleuchina 2 recettori,,,,,Area 'SPECIALISTICA',,"€ 111,38"
1098,Interleuchina 28-B: ricerca polimorfismo rs12979860,,,,,Area 'BIOLOGIA MOLECOLARE',,"€ 54,60"
1276,Interleuchina 28-B: ricerca polimorfismo rs8099917,,,,,Area 'BIOLOGIA MOLECOLARE',,"€ 54,60"
429,Interleukin 2 (IL2) (SYNLAB),,,,,Area 'SPECIALISTICA GRUPPO',,"€ 112,26"
430,Interleukin 6 (IL6),,,,,Area 'ANALISI',,"€ 111,38"
8479,Intolleranza al nichel (ricerca di mutazioni su TNF e FLG),,,,,Area 'BIOLOGIA MOLECOLARE',,"€ 70,98"
8461,Intolleranza genetica a lattosio : ricerca della variazione -,,,,,Area 'BIOLOGIA MOLECOLARE',,"€ 65,52"
8569,"13910C>T
Intolleranza genetica al lattosio e predisposizione alla",,,,,Area 'BIOLOGIA MOLECOLARE',,"€ 76,44"
,malattia celiaca,,,,,,,
1926,Intolleranze Alimentari EasyFood 120,,,,,Area 'ALLERGIE E INTOLLERANZE',,"€ 163,80"
1927,Intolleranze Alimentari EasyFood 184,,,,,Area 'ALLERGIE E INTOLLERANZE',,"€ 217,31"
1924,Intolleranze Alimentari EasyFood 60,,,,,Area 'ALLERGIE E INTOLLERANZE',,"€ 131,04"
1925,Intolleranze Alimentari EasyFood 92,,,,,Area 'ALLERGIE E INTOLLERANZE',,"€ 141,96"
79976,Iodio Sierico Totale (SYNLAB),,,,,Area 'SPECIALISTICA GRUPPO',,"€ 127,55"
79972,Iodio Urinario 24 h (SYNLAB),,,,,Area 'SPECIALISTICA GRUPPO',,"€ 127,55"
8521,Ipersensibilità al Warfarin (Geni CYP2C9 WKORC),,,,,Area 'BIOLOGIA MOLECOLARE',,"€ 87,36"
IN10072,IPOFISECTOMIA TOTALE O PARZIALE,,,,,Area 'ANATOMIA PATOLOGICA',,"€ 271,69"
6K77,Isocianato HDI,,,,,Area 'ALLERGIE E INTOLLERANZE',,"€ 11,79"
6K76,Isocianato MDI,,,,,Area 'ALLERGIE E INTOLLERANZE',,"€ 11,79"
6K75,Isocianato TDI,,,,,Area 'ALLERGIE E INTOLLERANZE',,"€ 11,79"
1485,Isoenzimi CK (Creatinchinasi),,,,,Area 'SPECIALISTICA',,"€ 44,89"
1485DIR,ISOENZIMI CK (CREATINCHINASI),,,,,Area 'SPECIALISTICA',,"€ 44,89"
258,Isoenzimi della Fosfatasi Alcalina,,,,,Area 'ANALISI',,"€ 21,95"
2580,Isoenzimi L.D.H.,,,,,Area 'ANALISI',,"€ 56,13"
880,ISOLEUCINA Plasmatica (SYNLAB),,,,,Area 'SPECIALISTICA GRUPPO',,"€ 67,27"
8800,ISOLEUCINA Urinaria (SYNLAB),,,,,Area 'SPECIALISTICA GRUPPO',,"€ 67,27"
881,Isoniazide (INH) (SYNLAB),,,,,Area 'SPECIALISTICA GRUPPO',,"€ 36,69"
6659,ISTAMINA Plasmatica,,,,,Area 'SPECIALISTICA',,"€ 68,69"
824,ISTIDINA Plasmatica (SYNLAB),,,,,Area 'SPECIALISTICA GRUPPO',,"€ 67,27"
8240,ISTIDINA Urine (Histidine) (SYNLAB),,,,,Area 'SPECIALISTICA GRUPPO',,"€ 67,27"
1962,IUNIC Antiaging completo,,,,,Area 'NUTRIZIONE',,"€ 364,00"
1963,IUNIC Metabolic completo,,,,,Area 'NUTRIZIONE',,"€ 364,00"
1964,IUNIC Sensitivity completo,,,,,Area 'NUTRIZIONE',,"€ 364,00"
2212,IUNIC Sport Approfondimento Biochimico,,,,,Area 'NUTRIZIONE',,"€ 124,80"
8770,IUNIC Sport Endurance Check DNA,,,,,Area 'NUTRIZIONE',,"€ 145,60"
2211,IUNIC Sport Endurance Check Up,,,,,Area 'NUTRIZIONE',,"€ 145,60"
2210,IUNIC Sport Endurance Completo,,,,,Area 'NUTRIZIONE',,"€ 260,00"
8772,IUNIC Sport Power Check DNA,,,,,Area 'NUTRIZIONE',,"€ 145,60"
2214,IUNIC Sport Power Check Up,,,,,Area 'NUTRIZIONE',,"€ 145,60"
2213,IUNIC Sport Power Completo,,,,,Area 'NUTRIZIONE',,"€ 260,00"
6W16,Iva annua,,,,,Area 'ALLERGIE E INTOLLERANZE',,"€ 11,79"
60022,JCV/BKV DNA (Polioma virus JC e BK),,,,,Area 'BIOLOGIA MOLECOLARE',,"€ 98,28"
5F441,Jug r1 Juglans regia,,,,,Area 'ALLERGIE E INTOLLERANZE',,"€ 48,05"
5F442,Jug r3 Juglans regia,,,,,Area 'ALLERGIE E INTOLLERANZE',,"€ 48,05"
1564,Ketamina matrice pilifera -valenza medico legale,,,,,Area 'TOSSICOLOGIA',,"€ 141,96"
1561,Ketamina test di conferma -matrice urinaria,,,,,Area 'TOSSICOLOGIA',,"€ 120,12"
1558,Ketamina test di screening su urine-valenza medico legale,,,,,Area 'TOSSICOLOGIA',,"€ 10,70"
6F84,Kiwi,,,,,Area 'ALLERGIE E INTOLLERANZE',,"€ 11,79"
1353,L.A.C. (Lupus anticoagulant),,,,,Area 'ANALISI',,"€ 19,77"
IN10073,LABBRO - RESEZIONE CUNEIFORME LABBRO,,,,,Area 'ANATOMIA PATOLOGICA',,"€ 65,20"
IN10074,LABBRO - RESEZIONE QUADRANGOLARE LABBRO,,,,,Area 'ANATOMIA PATOLOGICA',,"€ 65,20"
2235,LACOSAMIDE,,,,,Area 'ANALISI',,"€ 32,00"
680,Lamotrigina,,,,,Area 'SPECIALISTICA',,"€ 16,93"
6F343,Lampone,,,,,Area 'ALLERGIE E INTOLLERANZE',,"€ 11,79"
6W9,Lanciuola (Plantago Lanceolata),,,,,Area 'ALLERGIE E INTOLLERANZE',,"€ 11,79"
IN10075,LARINGE - BIOPSIA LARINGEA (SING.),,,,,Area 'ANATOMIA PATOLOGICA',,"€ 47,26"
IN10077,LARINGE - CORDECTOMIA BILATERALE,,,,,Area 'ANATOMIA PATOLOGICA',,"€ 166,42"
IN10078,LARINGE - CORDECTOMIA MONOLATERALE,,,,,Area 'ANATOMIA PATOLOGICA',,"€ 65,20"
IN10080,LARINGE - EPIGLOTTIDECTOMIA,,,,,Area 'ANATOMIA PATOLOGICA',,"€ 65,20"
IN10081,LARINGE - LARINGECTOMIA,,,,,Area 'ANATOMIA PATOLOGICA',,"€ 233,91"
IN10082,LARINGE - LARINGECTOMIA SOVRAGLOTTIDA,,,,,Area 'ANATOMIA PATOLOGICA',,"€ 166,42"
Codice Analisi,Descrizione,,,,,Regola,,Importo
IN10083,LARINGE - LARINGECTOMIA TOTALE,,,,,Area 'ANATOMIA PATOLOGICA',,"€ 233,91"
IN10084,LARINGE - LARINGECTOMIA TOTALE CON,,,,,Area 'ANATOMIA PATOLOGICA',,"€ 233,91"
IN10085,"SVUOTAMENTO DEL COLLO
LARINGE - POLIPECTOMIA O NODULECTOMIA",,,,,Area 'ANATOMIA PATOLOGICA',,"€ 65,20"
,LARINGE,,,,,,,
305,Lattato,,,,,Area 'ANALISI',,"€ 7,76"
8984,Lattato su liquor (SYNLAB),,,,,Area 'SPECIALISTICA GRUPPO',,"€ 7,76"
6F231,Latte bollito,,,,,Area 'ALLERGIE E INTOLLERANZE',,"€ 11,79"
6F409,Latte di capra,,,,,Area 'ALLERGIE E INTOLLERANZE',,"€ 11,79"
6F2,Latte di mucca,,,,,Area 'ALLERGIE E INTOLLERANZE',,"€ 11,79"
6K82,Lattice di gomma,,,,,Area 'ALLERGIE E INTOLLERANZE',,"€ 11,79"
1124,Lattoferrina Fecale,,,,,Area 'SPECIALISTICA',,"€ 46,96"
6F215,Lattuga,,,,,Area 'ALLERGIE E INTOLLERANZE',,"€ 11,79"
302,LDH (NAC attivato),,,,,Area 'ANALISI',,"€ 1,97"
6216,LDL OSSIDATE,,,,,Area 'SPECIALISTICA',,"€ 54,60"
326,LDL-Colesterolo,,,,,Area 'ANALISI',,"€ 1,09"
1129,Leishmania DNA (SYNLAB),,,,,Area 'SPECIALISTICA GRUPPO',,"€ 101,23"
7981,Leishmania Infantum IgG,,,,,Area 'SPECIALISTICA',,"€ 39,43"
6F235,Lenticchia,,,,,Area 'ALLERGIE E INTOLLERANZE',,"€ 11,79"
6D71,Lepidoglyphus Destructor,,,,,Area 'ALLERGIE E INTOLLERANZE',,"€ 11,79"
1163,LEPTINA,,,,,Area 'SPECIALISTICA',,"€ 78,74"
8761,Leptospira DNA (SYNLAB),,,,,Area 'SPECIALISTICA GRUPPO',,"€ 112,26"
8801,LEUCINA Plasmatica (SYNLAB),,,,,Area 'SPECIALISTICA GRUPPO',,"€ 67,27"
8802,LEUCINA Urinaria (SYNLAB),,,,,Area 'SPECIALISTICA GRUPPO',,"€ 67,27"
6208,LEVETIRACETAM (KEPPRA),,,,,Area 'SPECIALISTICA',,"€ 44,99"
1128,Levodopa (SYNLAB),,,,,Area 'SPECIALISTICA GRUPPO',,"€ 53,94"
